Record_ID,Date,Crop_Name,Variety,Market_Name,District,Quantity_Arrived_kg,Demand_Level,Supply_Level,Weather,Festival_Season,Transportation_Cost,Distance_to_Market_km,Crop_Quality,Storage_Days,Buyer_Type,Farmer_Experience_Years,Market_Competition,Fuel_Price_per_Litre,Profit
R01022,23-01-2025,Cauliflower,Premium,Chennai Market,Chennai,3220,Low,Medium,Cloudy,No,3674,27,Grade B,8,Supermarket,15,Medium,101,100946
R01023,24-09-2025,Beans,Local,Salem Market,Madurai,4896,High,High,Rainy,Yes,497,102,Grade B,1,Wholesaler,6,High,119,100335
R01024,12-06-2025,Onion,Premium,Karur Market,Coimbatore,2151,Low,High,Cloudy,No,1420,80,Grade A,13,Supermarket,12,Low,103,86077
R01025,16-11-2025,Potato,Premium,Erode Market,Madurai,855,High,Low,Rainy,Yes,2561,145,Grade B,13,Wholesaler,16,Low,115,91164
R01026,20-07-2025,Ladies Finger,Premium,Erode Market,Erode,931,Medium,Low,Rainy,Yes,3989,146,Grade B,5,Wholesaler,35,Low,97,109547
R01027,09-01-2025,Cabbage,Local,Trichy Market,Karur,269,High,High,Sunny,No,1305,47,Grade A,15,Wholesaler,9,Low,117,61178
R01028,16-09-2026,Drumstick,Hybrid,Dindigul Market,Trichy,3888,Low,Medium,Sunny,Yes,2233,46,Grade C,1,Retailer,25,Low,90,99445
R01029,22-10-2025,Beans,Premium,Namakkal Market,Tiruppur,4608,High,High,Cloudy,No,4457,95,Grade C,12,Supermarket,34,Medium,95,110435
R01030,31-05-2026,Drumstick,Hybrid,Salem Market,Coimbatore,1794,Low,High,Cloudy,No,1146,159,Grade B,12,Exporter,20,Medium,90,78671
R01031,19-11-2025,Beans,Local,Coimbatore Market,Madurai,3667,High,Low,Cloudy,Yes,2673,106,Grade A,4,Retailer,15,Medium,98,122909
R01032,14-05-2026,Cauliflower,Hybrid,Namakkal Market,Chennai,1776,Medium,Low,Cloudy,Yes,2210,247,Grade A,3,Supermarket,24,Low,101,123173
R01033,22-04-2026,Cucumber,Hybrid,Tiruppur Market,Erode,5000,Medium,Medium,Rainy,No,531,244,Grade B,2,Supermarket,22,Low,99,106233
R01034,03-06-2026,Potato,Local,Erode Market,Salem,4700,Medium,Low,Sunny,Yes,4468,100,Grade A,14,Exporter,22,High,104,127005
R01035,22-12-2025,Ladies Finger,Hybrid,Trichy Market,Chennai,517,High,High,Sunny,No,4193,115,Grade C,1,Retailer,10,Medium,100,65701
R01036,08-11-2026,Radish,Hybrid,Trichy Market,Salem,1264,Low,Low,Rainy,No,2459,105,Grade A,1,Retailer,20,Low,120,77922
R01037,17-05-2025,Carrot,Hybrid,Dindigul Market,Madurai,3520,Low,Medium,Rainy,No,1925,5,Grade A,5,Retailer,17,High,105,74668
R01038,09-03-2025,Carrot,Hybrid,Salem Market,Namakkal,1035,Low,High,Cloudy,No,3248,222,Grade B,8,Supermarket,21,High,94,45395
R01039,15-11-2026,Pumpkin,Premium,Dindigul Market,Karur,2385,High,Low,Sunny,Yes,3754,128,Grade B,10,Supermarket,32,High,102,111204
R01040,22-02-2025,Ladies Finger,Hybrid,Trichy Market,Erode,1312,High,Low,Sunny,Yes,4003,236,Grade A,3,Supermarket,27,High,102,107366
R01041,06-03-2026,Ladies Finger,Hybrid,Trichy Market,Erode,2086,Low,High,Cloudy,Yes,2771,242,Grade A,13,Exporter,28,Low,103,92653
R01042,30-04-2026,Tomato,Hybrid,Chennai Market,Erode,2623,Low,Medium,Cloudy,No,1953,108,Grade B,7,Supermarket,16,High,115,79473
R01043,18-06-2025,Cabbage,Local,Dindigul Market,Chennai,4961,Medium,Low,Sunny,Yes,874,208,Grade C,0,Wholesaler,35,Medium,105,115514
R01044,05-04-2025,Cucumber,Premium,Salem Market,Coimbatore,117,Medium,Low,Sunny,Yes,2587,220,Grade B,11,Retailer,3,Low,118,73657
R01045,14-11-2025,Cabbage,Local,Coimbatore Market,Dindigul,774,Low,High,Sunny,Yes,1592,234,Grade B,15,Retailer,18,High,99,33812
R01046,23-09-2026,Drumstick,Premium,Erode Market,Dindigul,2430,Low,Low,Cloudy,No,1489,169,Grade C,3,Exporter,39,Low,112,115269
R01047,18-10-2025,Tomato,Hybrid,Chennai Market,Salem,3972,Medium,Medium,Rainy,No,2605,172,Grade C,12,Exporter,16,Medium,111,90134
R01048,01-12-2025,Carrot,Local,Namakkal Market,Salem,1371,Low,Low,Sunny,Yes,1409,32,Grade B,4,Wholesaler,5,Medium,114,87449
R01049,07-12-2025,Radish,Hybrid,Dindigul Market,Madurai,4045,Medium,Medium,Sunny,No,1918,234,Grade B,1,Supermarket,11,Medium,96,107826
R01050,20-12-2025,Onion,Local,Coimbatore Market,Trichy,3291,Low,Medium,Cloudy,No,2850,120,Grade A,10,Exporter,21,High,117,99601
R01051,18-12-2026,Potato,Local,Salem Market,Trichy,3506,Low,Medium,Cloudy,Yes,544,231,Grade A,7,Exporter,18,Low,113,108356
R01052,04-07-2025,Cauliflower,Local,Coimbatore Market,Chennai,2909,High,Medium,Cloudy,Yes,1056,128,Grade C,6,Wholesaler,10,Medium,111,78020
R01053,06-11-2026,Drumstick,Premium,Karur Market,Trichy,4448,Medium,High,Rainy,Yes,3763,202,Grade C,1,Exporter,38,High,99,113820
R01054,06-07-2026,Beetroot,Hybrid,Coimbatore Market,Trichy,2824,Low,Medium,Rainy,Yes,4087,217,Grade B,14,Wholesaler,21,High,97,78212
R01055,06-04-2026,Brinjal,Hybrid,Coimbatore Market,Madurai,4847,Medium,Medium,Cloudy,Yes,4547,63,Grade A,7,Exporter,16,Medium,90,131154
R01056,17-03-2026,Tomato,Local,Trichy Market,Karur,4577,Medium,Low,Rainy,No,619,132,Grade C,6,Supermarket,8,Low,119,90871
R01057,03-02-2026,Chilli,Premium,Chennai Market,Salem,4565,High,Low,Sunny,No,852,89,Grade C,7,Exporter,2,Low,94,132529
R01058,22-09-2025,Potato,Premium,Trichy Market,Trichy,3504,Low,Medium,Sunny,Yes,3160,29,Grade B,9,Retailer,5,Low,117,105841
R01059,05-05-2025,Drumstick,Local,Madurai Market,Erode,2312,Low,Low,Cloudy,No,1194,133,Grade C,14,Retailer,31,High,109,57214
R01060,12-10-2025,Beetroot,Local,Chennai Market,Erode,2993,Low,Medium,Sunny,No,349,238,Grade C,2,Retailer,11,Low,100,56124
R01061,14-06-2025,Chilli,Premium,Karur Market,Madurai,4021,High,Medium,Sunny,No,3388,207,Grade B,3,Exporter,14,Low,96,132342
R01062,28-09-2026,Pumpkin,Hybrid,Dindigul Market,Erode,1957,High,Medium,Rainy,No,3372,87,Grade C,11,Wholesaler,3,Low,104,60106
R01063,12-07-2025,Tomato,Premium,Chennai Market,Coimbatore,3151,High,Medium,Cloudy,Yes,2781,225,Grade B,2,Wholesaler,7,High,106,105305
R01064,29-07-2026,Beetroot,Local,Dindigul Market,Salem,3978,Medium,High,Rainy,No,1181,164,Grade A,10,Wholesaler,20,High,116,85699
R01065,12-03-2026,Brinjal,Local,Erode Market,Coimbatore,2559,High,Low,Rainy,No,3309,44,Grade B,10,Exporter,5,High,101,102786
R01066,18-03-2025,Beans,Hybrid,Trichy Market,Tiruppur,286,Low,Medium,Cloudy,Yes,962,227,Grade A,3,Supermarket,8,Low,98,85524
R01067,08-12-2025,Cabbage,Local,Salem Market,Dindigul,1839,High,Low,Sunny,Yes,2465,84,Grade C,2,Supermarket,36,High,99,104773
R01068,13-04-2025,Cucumber,Hybrid,Coimbatore Market,Trichy,3542,Low,High,Cloudy,No,626,40,Grade A,3,Retailer,7,Medium,91,71085
R01069,26-04-2026,Beetroot,Hybrid,Tiruppur Market,Karur,975,Medium,Low,Rainy,Yes,871,90,Grade A,5,Retailer,2,Medium,96,84299
R01070,27-12-2026,Potato,Local,Karur Market,Madurai,3441,Low,High,Rainy,No,4924,208,Grade C,6,Exporter,36,Low,91,66183
R01071,17-03-2026,Carrot,Premium,Tiruppur Market,Madurai,4423,Medium,Medium,Sunny,No,3571,238,Grade C,9,Supermarket,16,High,117,103906
R01072,08-05-2025,Radish,Hybrid,Trichy Market,Dindigul,4176,Low,Low,Cloudy,Yes,2272,181,Grade A,5,Retailer,16,Low,112,108645
R01073,11-02-2025,Carrot,Local,Coimbatore Market,Erode,3333,Low,Low,Cloudy,Yes,4906,5,Grade C,6,Retailer,1,Medium,93,64398
R01074,16-12-2025,Carrot,Hybrid,Salem Market,Salem,1109,Medium,Medium,Cloudy,No,4450,179,Grade B,14,Wholesaler,10,Low,102,68583
R01075,28-12-2025,Carrot,Premium,Madurai Market,Namakkal,4105,Medium,Medium,Sunny,No,225,115,Grade B,5,Retailer,4,High,104,91913
R01076,21-06-2026,Brinjal,Local,Tiruppur Market,Erode,2452,Low,Medium,Cloudy,Yes,3691,201,Grade A,15,Retailer,38,Medium,101,79747
R01077,07-11-2025,Pumpkin,Local,Namakkal Market,Madurai,2357,Medium,Medium,Cloudy,Yes,4135,61,Grade B,4,Retailer,16,High,105,71846
R01078,29-01-2026,Carrot,Premium,Karur Market,Salem,999,Medium,High,Cloudy,No,1009,74,Grade C,9,Exporter,2,Low,108,68499
R01079,20-04-2025,Carrot,Hybrid,Trichy Market,Madurai,4654,High,High,Rainy,Yes,4271,140,Grade A,4,Retailer,21,High,114,111820
R01080,22-07-2026,Cauliflower,Premium,Chennai Market,Coimbatore,4040,Low,Low,Sunny,No,3680,69,Grade C,8,Wholesaler,26,High,116,88092
R01081,09-09-2026,Ladies Finger,Premium,Chennai Market,Erode,3212,Medium,High,Sunny,Yes,2860,16,Grade B,11,Exporter,16,High,100,118000
R01082,20-05-2026,Carrot,Hybrid,Karur Market,Coimbatore,724,Low,High,Sunny,Yes,3564,226,Grade A,6,Exporter,27,High,113,70218
R01083,16-03-2025,Onion,Premium,Karur Market,Namakkal,1211,Low,High,Sunny,Yes,3238,29,Grade A,8,Retailer,38,Medium,93,80676
R01084,15-10-2025,Pumpkin,Premium,Namakkal Market,Madurai,865,Medium,Low,Rainy,Yes,966,211,Grade B,7,Retailer,31,High,98,84361
R01085,09-07-2026,Potato,Premium,Coimbatore Market,Namakkal,1872,Medium,Medium,Sunny,Yes,4326,154,Grade A,8,Retailer,28,High,101,94066
R01086,01-01-2026,Beetroot,Hybrid,Karur Market,Salem,320,High,Low,Rainy,Yes,2454,54,Grade A,5,Wholesaler,3,High,95,95463
R01087,20-07-2025,Drumstick,Local,Madurai Market,Salem,2516,Medium,Low,Rainy,No,2048,163,Grade A,1,Retailer,14,Medium,110,89047
R01088,03-11-2025,Drumstick,Premium,Tiruppur Market,Salem,618,Low,Medium,Cloudy,Yes,1603,100,Grade A,5,Exporter,7,Low,114,97145
R01089,11-06-2025,Carrot,Local,Salem Market,Tiruppur,988,Medium,Low,Rainy,Yes,2380,187,Grade C,10,Exporter,11,High,107,82956
R01090,08-11-2026,Ladies Finger,Local,Namakkal Market,Tiruppur,1510,High,Medium,Cloudy,No,2331,160,Grade A,0,Wholesaler,26,Medium,102,106844
R01091,03-07-2026,Beans,Local,Dindigul Market,Erode,1138,Low,Low,Rainy,Yes,4788,127,Grade B,4,Retailer,34,Low,107,84905
R01092,26-08-2025,Beetroot,Local,Madurai Market,Coimbatore,4264,High,High,Sunny,Yes,4615,146,Grade A,10,Retailer,17,Medium,100,109591
R01093,17-07-2026,Potato,Local,Coimbatore Market,Tiruppur,4118,Low,Low,Sunny,Yes,4443,42,Grade C,14,Retailer,28,High,110,92073
R01094,14-07-2026,Onion,Premium,Chennai Market,Namakkal,1448,High,Medium,Cloudy,Yes,471,200,Grade A,0,Retailer,2,Low,100,120243
R01095,18-06-2025,Beetroot,Premium,Dindigul Market,Erode,776,High,Low,Cloudy,Yes,3796,205,Grade C,11,Retailer,39,Low,113,83394
R01096,03-06-2025,Cabbage,Hybrid,Tiruppur Market,Erode,4228,High,Medium,Cloudy,No,1504,26,Grade C,4,Exporter,19,Medium,106,112077
R01097,20-03-2025,Potato,Local,Trichy Market,Karur,447,Medium,Medium,Cloudy,Yes,4354,116,Grade B,0,Retailer,39,Low,90,91653
R01098,09-11-2026,Brinjal,Local,Tiruppur Market,Chennai,2897,Low,Medium,Rainy,No,4542,43,Grade B,12,Retailer,16,Medium,94,69218
R01099,03-10-2025,Chilli,Local,Chennai Market,Chennai,501,Medium,Medium,Sunny,No,543,146,Grade C,1,Exporter,4,Medium,96,78705
R01100,04-09-2025,Cauliflower,Premium,Dindigul Market,Karur,3868,High,Medium,Sunny,Yes,1230,21,Grade A,8,Retailer,8,Medium,98,135863
R01101,26-06-2026,Onion,Premium,Karur Market,Coimbatore,2243,High,High,Cloudy,Yes,4684,247,Grade B,15,Wholesaler,34,Low,102,105740
R01102,12-07-2025,Chilli,Premium,Erode Market,Tiruppur,2293,Low,Low,Rainy,Yes,1359,183,Grade B,9,Wholesaler,34,High,110,91680
R01103,17-11-2026,Pumpkin,Premium,Trichy Market,Tiruppur,2537,Low,Low,Sunny,No,1269,99,Grade C,13,Wholesaler,7,Medium,120,75017
R01104,15-09-2025,Onion,Hybrid,Coimbatore Market,Tiruppur,2488,High,Medium,Sunny,No,3261,198,Grade B,1,Wholesaler,26,Low,113,100651
R01105,23-11-2026,Cabbage,Hybrid,Karur Market,Salem,2507,Low,High,Sunny,Yes,4048,101,Grade B,13,Supermarket,19,High,108,73262
R01106,28-06-2026,Chilli,Local,Madurai Market,Erode,3117,Low,High,Rainy,Yes,2456,89,Grade C,4,Exporter,40,High,91,75649
R01107,21-11-2026,Radish,Hybrid,Coimbatore Market,Trichy,571,Medium,Low,Sunny,Yes,1911,200,Grade B,6,Supermarket,38,Medium,118,95152
R01108,27-12-2026,Onion,Hybrid,Madurai Market,Salem,937,Low,Low,Rainy,No,4510,124,Grade C,3,Retailer,39,Low,97,58245
R01109,31-08-2026,Onion,Premium,Madurai Market,Namakkal,1875,Low,Medium,Rainy,No,2049,15,Grade B,1,Retailer,6,High,114,77017
R01110,02-06-2026,Beans,Hybrid,Tiruppur Market,Erode,3882,High,Medium,Rainy,Yes,287,238,Grade A,6,Retailer,2,High,93,95704
R01111,09-12-2025,Beetroot,Hybrid,Erode Market,Karur,1147,High,High,Sunny,Yes,3290,90,Grade B,15,Supermarket,19,High,93,89515
R01112,02-03-2026,Cucumber,Local,Dindigul Market,Madurai,3309,Medium,High,Cloudy,Yes,674,24,Grade B,2,Retailer,34,High,114,86852
R01113,12-08-2026,Brinjal,Local,Karur Market,Trichy,1950,Low,Medium,Rainy,No,3009,219,Grade A,4,Exporter,13,Low,116,86827
R01114,11-06-2025,Carrot,Premium,Dindigul Market,Karur,1311,Low,Low,Cloudy,No,2945,91,Grade B,2,Retailer,17,Low,112,73475
R01115,29-10-2025,Potato,Premium,Karur Market,Tiruppur,451,Medium,High,Sunny,No,2146,131,Grade B,13,Exporter,3,High,112,59950
R01116,09-04-2025,Onion,Premium,Salem Market,Tiruppur,247,Low,Low,Sunny,Yes,3159,104,Grade B,2,Retailer,25,Low,111,89228
R01117,12-04-2026,Onion,Hybrid,Madurai Market,Erode,1537,Low,Medium,Cloudy,No,626,214,Grade B,5,Exporter,37,Low,105,92415
R01118,04-10-2026,Drumstick,Hybrid,Tiruppur Market,Karur,1268,High,Low,Rainy,No,2578,196,Grade A,3,Wholesaler,20,High,90,100553
R01119,25-06-2026,Beans,Local,Chennai Market,Trichy,2044,Medium,High,Rainy,Yes,3537,16,Grade A,7,Supermarket,40,High,93,96021
R01120,24-02-2025,Onion,Premium,Chennai Market,Namakkal,247,High,Low,Rainy,No,4824,153,Grade C,2,Supermarket,19,High,95,68674
R01121,17-01-2025,Radish,Hybrid,Trichy Market,Dindigul,1456,Medium,High,Rainy,No,4891,211,Grade B,9,Exporter,6,High,99,51260
R01122,29-05-2025,Chilli,Hybrid,Dindigul Market,Tiruppur,4759,Low,Low,Cloudy,Yes,2611,10,Grade C,9,Wholesaler,12,Low,93,105668
R01123,09-07-2025,Drumstick,Local,Trichy Market,Salem,3621,Medium,High,Rainy,Yes,3540,164,Grade C,0,Exporter,10,Medium,110,78328
R01124,01-05-2025,Beans,Hybrid,Coimbatore Market,Namakkal,1524,High,Low,Cloudy,Yes,4459,160,Grade A,10,Supermarket,16,High,94,102012
R01125,05-11-2026,Cucumber,Premium,Coimbatore Market,Trichy,125,Medium,Medium,Rainy,Yes,1367,235,Grade C,13,Supermarket,2,High,115,66707
R01126,31-05-2025,Cauliflower,Premium,Chennai Market,Karur,1301,Medium,High,Cloudy,Yes,4710,102,Grade C,12,Supermarket,27,High,92,77694
R01127,10-08-2025,Tomato,Premium,Namakkal Market,Tiruppur,904,High,High,Sunny,Yes,4529,85,Grade C,10,Retailer,17,Low,114,92344
R01128,01-10-2025,Cauliflower,Premium,Salem Market,Madurai,4913,Medium,High,Cloudy,Yes,441,218,Grade A,15,Wholesaler,1,Low,111,114582
R01129,11-06-2026,Cauliflower,Premium,Tiruppur Market,Tiruppur,612,Low,Low,Cloudy,Yes,814,25,Grade C,6,Supermarket,2,Low,120,90158
R01130,09-03-2025,Cauliflower,Premium,Coimbatore Market,Dindigul,2387,Low,Medium,Rainy,Yes,2832,18,Grade B,13,Wholesaler,34,Low,117,86657
R01131,20-08-2026,Beans,Premium,Tiruppur Market,Salem,512,High,Medium,Sunny,No,2412,9,Grade B,14,Exporter,39,Medium,102,105842
R01132,16-06-2025,Tomato,Premium,Namakkal Market,Salem,3403,Medium,High,Sunny,Yes,3022,9,Grade C,2,Exporter,31,Medium,119,115643
R01133,18-02-2025,Potato,Premium,Dindigul Market,Erode,2258,Low,Medium,Rainy,No,750,54,Grade A,6,Exporter,15,Low,119,89681
R01134,16-05-2025,Cucumber,Hybrid,Chennai Market,Salem,1759,Medium,Medium,Sunny,No,4662,242,Grade A,14,Retailer,14,Low,111,70404
R01135,15-04-2025,Onion,Premium,Salem Market,Coimbatore,3211,Low,Low,Cloudy,Yes,4404,176,Grade B,4,Exporter,32,High,108,120572
R01136,20-12-2025,Cauliflower,Local,Madurai Market,Madurai,3765,Low,High,Rainy,No,2715,72,Grade C,1,Wholesaler,38,Medium,91,64769
R01137,25-05-2025,Drumstick,Hybrid,Trichy Market,Karur,452,Low,Medium,Cloudy,No,633,65,Grade B,6,Supermarket,7,Medium,105,57628
R01138,02-07-2026,Onion,Local,Namakkal Market,Namakkal,4305,Low,Low,Sunny,Yes,1522,168,Grade A,15,Wholesaler,7,High,96,98148
R01139,25-09-2025,Chilli,Hybrid,Salem Market,Dindigul,4573,Medium,High,Cloudy,No,2115,199,Grade B,7,Wholesaler,8,High,95,92408
R01140,11-07-2026,Pumpkin,Hybrid,Tiruppur Market,Coimbatore,2872,Low,High,Cloudy,Yes,4237,206,Grade C,13,Exporter,8,Medium,105,57920
R01141,18-12-2026,Tomato,Hybrid,Namakkal Market,Madurai,3418,High,Low,Sunny,No,218,101,Grade C,4,Retailer,11,Low,97,102264
R01142,07-10-2026,Cabbage,Hybrid,Salem Market,Erode,3322,High,High,Cloudy,Yes,2944,143,Grade B,3,Supermarket,26,High,94,92575
R01143,16-03-2025,Chilli,Premium,Salem Market,Erode,4774,Low,Medium,Rainy,No,3941,198,Grade C,1,Supermarket,16,Medium,109,100905
R01144,16-09-2026,Chilli,Hybrid,Karur Market,Coimbatore,1397,Low,Low,Cloudy,Yes,2082,174,Grade C,13,Supermarket,33,Medium,110,76186
R01145,14-05-2025,Brinjal,Premium,Chennai Market,Dindigul,4295,High,High,Sunny,Yes,2522,93,Grade B,14,Retailer,29,Low,101,123529
R01146,03-07-2025,Carrot,Premium,Tiruppur Market,Namakkal,3298,Medium,Low,Rainy,Yes,414,244,Grade C,14,Supermarket,25,Low,120,114249
R01147,21-09-2026,Onion,Premium,Namakkal Market,Namakkal,4459,Medium,Medium,Rainy,Yes,4907,239,Grade B,15,Wholesaler,9,Medium,106,101259
R01148,14-08-2026,Carrot,Hybrid,Coimbatore Market,Karur,2707,High,High,Sunny,No,1725,179,Grade C,7,Supermarket,4,High,98,77120
R01149,31-01-2025,Pumpkin,Hybrid,Tiruppur Market,Tiruppur,2818,High,Medium,Rainy,Yes,450,177,Grade A,5,Supermarket,35,Low,114,132736
R01150,17-12-2025,Drumstick,Hybrid,Trichy Market,Trichy,1595,High,Medium,Cloudy,No,1806,40,Grade B,9,Wholesaler,16,High,120,98664
R01151,17-05-2025,Pumpkin,Premium,Dindigul Market,Trichy,3306,Low,Low,Rainy,Yes,2986,108,Grade A,8,Retailer,21,Low,107,100138
R01152,12-12-2025,Radish,Hybrid,Salem Market,Chennai,3287,Low,High,Sunny,No,2015,227,Grade C,7,Supermarket,34,High,115,61005
R01153,04-12-2026,Cabbage,Local,Madurai Market,Karur,970,High,High,Cloudy,No,3196,11,Grade C,15,Supermarket,25,High,100,54847
R01154,17-01-2025,Ladies Finger,Hybrid,Namakkal Market,Trichy,2243,Low,Low,Sunny,No,1182,229,Grade C,2,Retailer,31,High,105,63595
R01155,18-06-2025,Tomato,Local,Karur Market,Chennai,4867,Low,Medium,Sunny,Yes,3183,58,Grade B,9,Retailer,21,Medium,104,111306
R01156,21-04-2025,Cabbage,Hybrid,Madurai Market,Erode,1874,High,Low,Cloudy,Yes,3636,126,Grade C,3,Wholesaler,28,Medium,117,100303
R01157,21-11-2025,Tomato,Local,Dindigul Market,Trichy,1326,High,High,Sunny,No,913,14,Grade B,5,Exporter,25,High,106,99190
R01158,05-05-2025,Radish,Premium,Karur Market,Namakkal,4699,Low,High,Rainy,Yes,4115,6,Grade B,11,Wholesaler,16,High,106,75598
R01159,26-07-2026,Drumstick,Hybrid,Tiruppur Market,Salem,1221,Medium,High,Cloudy,No,678,249,Grade B,13,Exporter,35,Medium,98,76956
R01160,02-11-2025,Drumstick,Local,Salem Market,Namakkal,2867,High,Medium,Rainy,No,4634,166,Grade B,13,Supermarket,21,High,116,95341
R01161,21-09-2026,Brinjal,Local,Karur Market,Salem,2594,High,Low,Sunny,No,2922,11,Grade A,0,Retailer,3,Low,115,114095
R01162,11-11-2025,Cabbage,Premium,Madurai Market,Dindigul,2001,Low,Low,Sunny,Yes,2870,227,Grade B,2,Wholesaler,1,Medium,100,93356
R01163,08-05-2026,Tomato,Premium,Madurai Market,Tiruppur,4651,High,Low,Rainy,Yes,2525,82,Grade B,12,Exporter,38,High,112,135717
R01164,18-05-2026,Potato,Hybrid,Madurai Market,Tiruppur,3778,High,Medium,Rainy,No,3585,43,Grade C,0,Wholesaler,24,High,113,84952
R01165,22-12-2026,Potato,Hybrid,Trichy Market,Madurai,670,High,Low,Sunny,Yes,1295,53,Grade A,4,Wholesaler,39,Low,118,118902
R01166,23-10-2026,Tomato,Premium,Trichy Market,Dindigul,858,Low,Medium,Rainy,Yes,936,138,Grade A,13,Supermarket,32,Low,96,83141
R01167,21-07-2026,Beans,Hybrid,Coimbatore Market,Karur,1452,Medium,Medium,Rainy,Yes,3935,50,Grade A,11,Exporter,30,Medium,98,96427
R01168,07-01-2026,Chilli,Premium,Trichy Market,Namakkal,1211,Medium,Low,Rainy,Yes,2865,41,Grade C,2,Exporter,25,High,107,95717
R01169,04-09-2025,Radish,Local,Tiruppur Market,Coimbatore,4600,Low,High,Cloudy,Yes,4040,49,Grade A,14,Wholesaler,13,Medium,115,86613
R01170,11-08-2025,Cucumber,Premium,Dindigul Market,Salem,339,Medium,Low,Sunny,Yes,4923,249,Grade C,6,Exporter,11,Low,113,94427
R01171,14-03-2026,Beetroot,Hybrid,Dindigul Market,Erode,2583,Low,High,Rainy,Yes,2137,234,Grade A,10,Supermarket,16,High,117,68963
R01172,08-07-2026,Carrot,Hybrid,Karur Market,Trichy,2285,Medium,Low,Cloudy,No,4239,61,Grade A,12,Supermarket,16,Low,108,105180
R01173,07-12-2025,Brinjal,Hybrid,Dindigul Market,Namakkal,1054,Low,Medium,Rainy,No,222,52,Grade C,5,Exporter,5,Low,91,64932
R01174,06-12-2025,Carrot,Premium,Dindigul Market,Namakkal,4417,Medium,High,Sunny,Yes,4216,186,Grade B,4,Wholesaler,9,Low,90,110739
R01175,23-11-2026,Beetroot,Local,Salem Market,Chennai,3353,High,High,Sunny,Yes,1619,14,Grade A,8,Exporter,39,High,118,133515
R01176,22-04-2026,Chilli,Premium,Karur Market,Dindigul,3691,Medium,High,Sunny,No,4413,96,Grade A,7,Exporter,4,Low,96,108209
R01177,18-01-2025,Brinjal,Hybrid,Madurai Market,Tiruppur,771,High,High,Cloudy,Yes,3970,22,Grade B,5,Wholesaler,37,Low,90,96367
R01178,02-06-2025,Pumpkin,Premium,Salem Market,Dindigul,2952,High,Low,Sunny,No,1828,127,Grade B,6,Retailer,40,Low,119,123334
R01179,06-01-2025,Ladies Finger,Hybrid,Namakkal Market,Erode,1823,High,High,Cloudy,Yes,1143,42,Grade B,1,Wholesaler,10,Low,96,86284
R01180,11-06-2025,Onion,Premium,Namakkal Market,Tiruppur,3922,High,Low,Sunny,Yes,931,34,Grade A,12,Exporter,7,Low,119,153747
R01181,05-07-2025,Tomato,Local,Dindigul Market,Coimbatore,3757,Low,High,Cloudy,No,2237,55,Grade C,6,Retailer,19,High,96,56359
R01182,18-03-2026,Cauliflower,Hybrid,Madurai Market,Karur,209,High,Low,Cloudy,No,4467,31,Grade A,9,Wholesaler,7,Low,99,85623
R01183,24-01-2025,Beetroot,Premium,Tiruppur Market,Karur,1251,Medium,Low,Rainy,No,1302,43,Grade C,9,Exporter,9,Low,116,90199
R01184,29-08-2026,Carrot,Premium,Chennai Market,Chennai,3217,Low,High,Rainy,Yes,1958,188,Grade C,11,Wholesaler,38,Medium,116,80666
R01185,18-01-2025,Beetroot,Local,Madurai Market,Namakkal,1071,Low,Medium,Sunny,No,3141,145,Grade B,11,Exporter,20,Low,96,79065
R01186,28-01-2025,Brinjal,Local,Salem Market,Coimbatore,1253,Medium,Low,Cloudy,Yes,3164,162,Grade A,15,Wholesaler,36,Medium,98,84457
R01187,03-03-2025,Potato,Premium,Dindigul Market,Coimbatore,3729,High,High,Sunny,No,3691,225,Grade C,0,Exporter,15,Low,94,117146
R01188,16-10-2025,Chilli,Premium,Erode Market,Chennai,2716,Medium,Low,Rainy,Yes,2017,184,Grade C,9,Retailer,16,Low,93,93943
R01189,18-01-2025,Ladies Finger,Hybrid,Tiruppur Market,Namakkal,4723,High,Medium,Cloudy,No,2725,164,Grade A,11,Exporter,38,High,114,124780
R01190,23-12-2025,Cabbage,Hybrid,Tiruppur Market,Salem,2116,Medium,Medium,Sunny,Yes,2257,123,Grade B,0,Retailer,3,High,91,88509
R01191,02-05-2025,Beetroot,Premium,Erode Market,Coimbatore,1797,Low,High,Cloudy,Yes,1022,120,Grade B,8,Retailer,32,Low,103,82344
R01192,13-06-2026,Tomato,Premium,Coimbatore Market,Karur,898,High,High,Cloudy,No,1079,42,Grade C,0,Retailer,22,High,91,80440
R01193,20-04-2026,Onion,Local,Karur Market,Coimbatore,3447,Medium,Low,Sunny,Yes,3984,187,Grade A,10,Retailer,4,Medium,101,99826
R01194,28-06-2026,Brinjal,Hybrid,Trichy Market,Madurai,3381,Low,Low,Rainy,Yes,403,9,Grade C,13,Wholesaler,23,High,117,69096
R01195,25-06-2026,Pumpkin,Hybrid,Namakkal Market,Tiruppur,3618,High,Medium,Cloudy,Yes,1875,35,Grade C,0,Supermarket,13,High,115,112405
R01196,25-07-2025,Ladies Finger,Hybrid,Salem Market,Namakkal,2182,Medium,Medium,Cloudy,Yes,846,95,Grade C,2,Wholesaler,9,High,117,76150
R01197,02-05-2026,Tomato,Local,Coimbatore Market,Trichy,3401,Medium,Medium,Sunny,No,2906,165,Grade C,0,Retailer,8,Low,104,84233
R01198,26-08-2026,Beans,Premium,Namakkal Market,Erode,2166,Low,Low,Rainy,No,4996,65,Grade C,2,Supermarket,37,Low,100,99940
